time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-01-07T07:48:57.380Z,2.205,126.6783,35,4.6,mb,,94,1.581,1.08,us,us2000j8ab,2019-03-08T17:50:23.040Z,"157km WNW of Tobelo, Indonesia",earthquake,9.2,2,0.146,14,reviewed,us,us
2019-01-07T07:41:35.890Z,-6.9769,129.2477,145.09,4.7,mb,,27,2.266,0.83,us,us2000j118,2019-03-08T17:50:18.040Z,"252km WNW of Saumlaki, Indonesia",earthquake,6.9,5.6,0.061,82,reviewed,us,us
2019-01-07T07:26:57.940Z,3.3418,-84.0118,10,4.6,mb,,136,5.574,0.97,us,us2000j115,2019-03-08T17:50:18.040Z,"Off the coast of Central America",earthquake,9.6,1.9,0.076,52,reviewed,us,us
2019-01-07T07:20:44.680Z,2.381,126.8456,35,4.6,mb,,96,1.681,0.72,us,us2000j114,2019-03-08T17:50:18.040Z,"148km WNW of Tobelo, Indonesia",earthquake,7.1,1.9,0.072,58,reviewed,us,us
2019-01-07T06:57:06.460Z,-62.6607,-158.1613,10,4.9,mb,,137,18.748,0.77,us,us2000j8a9,2019-03-08T17:50:23.040Z,"Pacific-Antarctic Ridge",earthquake,15.9,1.9,0.099,32,reviewed,us,us
2019-01-07T06:33:44.280Z,41.4725,143.1673,34.96,4.5,mb,,125,0.542,1.02,us,us2000j10j,2019-03-08T17:50:18.040Z,"116km SE of Shizunai, Japan",earthquake,5.7,7.7,0.056,93,reviewed,us,us
2019-01-07T06:10:08.860Z,-56.0068,-27.4431,53.28,4.6,mb,,92,5.467,0.84,us,us2000j8am,2019-03-08T17:50:23.040Z,"78km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,13.5,6.9,0.109,25,reviewed,us,us
2019-01-07T05:52:33.510Z,-10.6072,-78.152,62.28,4.6,mb,,149,1.879,0.59,us,us2000j10e,2019-03-08T17:50:18.040Z,"35km W of Paramonga, Peru",earthquake,7.4,7.7,0.066,68,reviewed,us,us
2019-01-07T05:08:04.910Z,10.4888,-63.164,20.48,4.6,mb,,64,2.204,1.06,us,us2000j0zl,2019-03-08T17:50:18.040Z,"5km SSW of El Pilar, Venezuela",earthquake,5.9,5.2,0.056,96,reviewed,us,us
2019-01-07T04:12:13.880Z,2.4625,126.8308,41.41,4.5,mb,,113,1.762,1.27,us,us2000j0z8,2019-03-08T17:50:18.040Z,"154km WNW of Tobelo, Indonesia",earthquake,9.1,6.7,0.111,24,reviewed,us,us
2019-01-07T04:03:21.030Z,2.3929,126.8824,41.76,4.5,mb,,133,1.681,0.81,us,us2000j0z3,2019-03-08T17:50:18.040Z,"145km WNW of Tobelo, Indonesia",earthquake,6.3,7.8,0.099,30,reviewed,us,us
2019-01-07T03:48:26.250Z,-8.1852,119.8796,10,4.8,mb,,60,2.375,0.83,us,us2000j0yt,2019-03-08T17:50:18.040Z,"30km NNW of Bolengpulau, Indonesia",earthquake,7.2,0.7,0.1,31,reviewed,us,us
2019-01-07T03:11:54.280Z,7.8663,121.9502,19.43,5.5,mww,,31,3.684,1.17,us,us2000j0yp,2019-03-08T17:50:18.040Z,"27km NW of Siocon, Philippines",earthquake,5.5,2.6,0.047,43,reviewed,us,us
2019-01-07T01:44:55.630Z,-25.4188,-71.05,10,4.6,mb,,156,0.832,1.09,us,us2000j0yh,2019-03-08T17:50:18.040Z,"57km W of Taltal, Chile",earthquake,4.7,1.9,0.146,14,reviewed,us,us
2019-01-07T00:13:22.380Z,-6.8682,145.6894,45.54,4.5,mb,,180,2.91,0.64,us,us2000j89v,2019-03-08T17:50:23.040Z,"66km SSW of Kainantu, Papua New Guinea",earthquake,9.4,13.3,0.127,18,reviewed,us,us
2019-01-06T21:32:59.810Z,2.3324,126.7696,35,4.9,mb,,105,1.661,0.71,us,us2000j0wn,2019-03-08T17:50:18.040Z,"153km WNW of Tobelo, Indonesia",earthquake,8.2,2,0.069,65,reviewed,us,us
2019-01-06T21:30:40.200Z,-26.4278,179.5494,524.61,4.5,mb,,139,3.586,0.61,us,us2000j7wv,2019-03-08T17:50:22.040Z,"South of the Fiji Islands",earthquake,6.6,12.1,0.14,15,reviewed,us,us
2019-01-06T21:27:31.910Z,2.337,126.7541,35,4.7,mb,,105,1.671,0.73,us,us2000j0wm,2019-03-08T17:50:18.040Z,"155km WNW of Tobelo, Indonesia",earthquake,7.2,2,0.066,69,reviewed,us,us
2019-01-06T21:07:31.480Z,2.4671,126.8885,35,4.6,mb,,79,1.75,0.9,us,us2000j0wi,2019-03-08T17:50:18.040Z,"149km WNW of Tobelo, Indonesia",earthquake,4.9,1.9,0.07,60,reviewed,us,us
2019-01-06T20:31:41.400Z,2.3879,127.3148,54.61,4.7,mb,,53,1.606,1.14,us,us2000j0wb,2019-03-08T17:50:18.040Z,"106km NW of Tobelo, Indonesia",earthquake,6.8,8.6,0.099,31,reviewed,us,us
2019-01-06T20:25:36.080Z,-19.6155,-69.619,110.04,4.8,mb,,103,0.403,1.4,us,us2000j0w5,2019-03-08T17:50:17.040Z,"86km NE of Iquique, Chile",earthquake,5.9,4.4,0.1,31,reviewed,us,us
2019-01-06T20:23:52.310Z,2.3499,126.7179,43.19,4.5,mb,,117,1.696,1.42,us,us2000j0w6,2019-03-08T17:50:17.040Z,"159km WNW of Tobelo, Indonesia",earthquake,4.3,9.4,0.101,29,reviewed,us,us
2019-01-06T20:06:27.760Z,2.4472,126.8881,43.36,5,mb,,107,1.731,1.1,us,us2000j0vz,2019-03-08T17:50:17.040Z,"147km WNW of Tobelo, Indonesia",earthquake,9,6.5,0.073,59,reviewed,us,us
2019-01-06T19:16:02.350Z,2.354,126.6344,35,5,mb,,83,1.733,0.8,us,us2000j0vf,2019-03-08T17:50:17.040Z,"167km WNW of Tobelo, Indonesia",earthquake,8.1,1.9,0.052,118,reviewed,us,us
2019-01-06T18:57:47.110Z,2.5056,126.9088,35,4.6,mb,,63,1.782,1.34,us,us2000j7wg,2019-03-08T17:50:22.040Z,"149km NW of Tobelo, Indonesia",earthquake,3.8,2,0.1,30,reviewed,us,us
2019-01-06T18:44:30.780Z,-29.9779,-72.2278,10,4.7,mb,,141,0.86,0.95,us,us2000j0va,2019-03-08T17:50:17.040Z,"85km W of Coquimbo, Chile",earthquake,6,1.9,0.277,4,reviewed,us,us
2019-01-06T18:35:35.400Z,2.2853,126.8075,49.78,4.7,mb,,122,1.603,0.98,us,us2000j0v9,2019-03-08T17:50:17.040Z,"147km WNW of Tobelo, Indonesia",earthquake,8.8,8.6,0.094,34,reviewed,us,us
2019-01-06T18:25:28.960Z,2.2776,126.7763,49.22,5.1,mb,,104,1.607,1.11,us,us2000j0v6,2019-03-08T17:50:17.040Z,"150km WNW of Tobelo, Indonesia",earthquake,7.1,7.7,0.063,81,reviewed,us,us
2019-01-06T18:18:09.690Z,2.2318,126.7396,52.54,5.1,mb,,78,1.579,0.74,us,us2000j0v3,2019-03-08T17:50:17.040Z,"151km WNW of Tobelo, Indonesia",earthquake,8.2,6.8,0.061,87,reviewed,us,us
2019-01-06T18:14:34.150Z,2.1061,126.6564,55.11,4.9,mb,,66,1.503,1.24,us,us2000j0v0,2019-03-08T17:50:17.040Z,"156km WNW of Tobelo, Indonesia",earthquake,8.4,1.9,0.085,44,reviewed,us,us
2019-01-06T18:12:31.160Z,-53.9959,159.0777,10,4.8,mb,,114,0.508,0.65,us,us2000j7wc,2019-03-08T17:50:22.040Z,"54km N of Macquarie Island, Australia",earthquake,7,1.9,0.148,14,reviewed,us,us
2019-01-06T18:12:07.530Z,2.3827,126.9221,35,4.6,mb,,75,1.66,1.45,us,us2000j0v4,2019-03-08T17:50:17.040Z,"140km WNW of Tobelo, Indonesia",earthquake,4.6,2,0.107,26,reviewed,us,us
2019-01-06T18:01:43.300Z,2.3861,126.7382,47.75,4.9,mb,,108,1.722,0.91,us,us2000j0ux,2019-03-08T17:50:17.040Z,"159km WNW of Tobelo, Indonesia",earthquake,7.2,7.2,0.072,61,reviewed,us,us
2019-01-06T18:00:46.400Z,2.0097,126.6731,48.58,4.5,mb,,144,1.411,1.18,us,us2000j7wb,2019-03-08T17:50:22.040Z,"151km WNW of Tobelo, Indonesia",earthquake,9.5,5.3,0.135,16,reviewed,us,us
2019-01-06T17:57:23.150Z,2.3047,126.7967,52.61,4.7,mb,,112,1.625,0.92,us,us2000j0uv,2019-03-08T17:50:17.040Z,"149km WNW of Tobelo, Indonesia",earthquake,7.4,5.4,0.085,42,reviewed,us,us
2019-01-06T17:33:11.550Z,2.2334,126.6584,19.8,5.2,mb,,126,1.615,0.89,us,us2000j7wq,2019-03-08T17:50:22.040Z,"160km WNW of Tobelo, Indonesia",earthquake,7.1,4.6,0.1,33,reviewed,us,us
2019-01-06T17:27:18.980Z,2.258,126.758,43.21,6.6,mww,,33,1.596,0.87,us,us2000j0uj,2019-03-08T17:50:17.040Z,"151km WNW of Tobelo, Indonesia",earthquake,6.7,3.6,0.038,68,reviewed,us,us
2019-01-06T16:22:32.190Z,39.8478,77.6122,9.01,5,mww,,45,1.822,0.68,us,us2000j0uf,2019-03-08T17:50:17.040Z,"129km E of Arzak, China",earthquake,6.2,3.6,0.08,15,reviewed,us,us
2019-01-06T15:55:11.300Z,54.8913,164.6844,10,4.7,mb,,156,4.025,0.52,us,us2000j0uc,2019-03-08T17:50:17.040Z,"90km WSW of Nikol'skoye, Russia",earthquake,5.6,1.9,0.104,28,reviewed,us,us
2019-01-06T15:51:45.780Z,54.8659,164.6179,10,4.5,mb,,156,3.98,0.46,us,us2000j0uh,2019-03-08T17:50:17.040Z,"95km WSW of Nikol'skoye, Russia",earthquake,7.3,1.9,0.096,32,reviewed,us,us
2019-01-06T14:15:07.940Z,34.0464,45.6698,10,4.9,mb,,49,1.068,0.61,us,us2000j0tq,2019-03-08T17:50:17.040Z,"34km NNE of Mandali, Iraq",earthquake,5.8,1.9,0.06,88,reviewed,us,us
2019-01-06T13:55:06.710Z,34.0765,45.5737,10,4.6,mb,,67,1.044,0.86,us,us2000j7wj,2019-03-08T17:50:22.040Z,"36km N of Mandali, Iraq",earthquake,8.5,1.9,0.096,32,reviewed,us,us
2019-01-06T13:54:19.910Z,34.0932,45.5111,7.18,4.6,mb,,165,1.035,0.43,us,us2000j7w1,2019-03-08T17:50:22.040Z,"38km N of Mandali, Iraq",earthquake,7.3,4.9,0.098,31,reviewed,us,us
2019-01-06T13:41:59.060Z,34.1248,45.6794,14,5.6,mww,,40,0.99,0.65,us,us2000j0th,2019-03-08T17:50:17.040Z,"40km SSW of Sarpol-e Zahab, Iran",earthquake,5.6,1.8,0.059,28,reviewed,us,us
2019-01-06T13:09:08.030Z,-28.2773,74.59,10,4.7,mb,,139,26.228,0.78,us,us2000j7w0,2019-03-08T17:50:22.040Z,"Mid-Indian Ridge",earthquake,17.1,1.9,0.108,26,reviewed,us,us
2019-01-06T11:06:20.320Z,-15.1888,-70.8297,30.6,5,mb,,116,2.505,0.77,us,us2000j0ss,2019-03-08T17:50:17.040Z,"42km SW of Ayaviri, Peru",earthquake,7.2,5.8,0.054,109,reviewed,us,us
2019-01-06T08:34:10.220Z,38.7217,141.4426,99.75,4.7,mb,,120,0.994,0.66,us,us2000j0ry,2019-03-08T17:50:17.040Z,"34km SE of Ichinoseki, Japan",earthquake,6.4,6.1,0.039,201,reviewed,us,us
2019-01-06T07:31:52.760Z,-35.211,-104.8611,10,4.9,mb,,187,25.306,0.54,us,us2000j0rm,2019-03-08T17:50:17.040Z,"Southeast of Easter Island",earthquake,15.7,1.9,0.07,64,reviewed,us,us
2019-01-06T07:30:04.660Z,-3.3944,153.6892,387.14,5.2,mww,,38,1.715,0.69,us,us2000j0qw,2019-03-08T17:50:17.040Z,"139km NNE of Taron, Papua New Guinea",earthquake,9.3,4.8,0.086,13,reviewed,us,us
2019-01-06T07:25:40.680Z,51.2607,-178.1425,35,5.1,mb,,96,0.577,1.01,us,us2000j0qt,2019-03-08T17:50:17.040Z,"67km E of Amatignak Island, Alaska",earthquake,5.8,1.9,0.029,374,reviewed,us,us
2019-01-06T07:15:22.300Z,13.4268,146.4338,10,4.5,mb,,72,1.531,0.52,us,us2000j7vp,2019-03-08T17:50:22.040Z,"155km ESE of Rota, Northern Mariana Islands",earthquake,10.6,1.9,0.093,34,reviewed,us,us
2019-01-06T04:48:09.070Z,28.5413,51.6003,10,5,mb,,76,5.455,0.92,us,us2000j0pj,2019-03-08T17:50:16.040Z,"88km ESE of Bandar Bushehr, Iran",earthquake,3.4,1.8,0.055,104,reviewed,us,us
2019-01-06T03:45:34.525Z,65.407,-153.2799,17.1,5.1,ml,,,,0.84,ak,ak0199za3yf,2020-01-06T03:55:44.051Z,"61km WNW of Tanana, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2019-01-05T22:54:14.440Z,25.8233,144.5691,14.28,5.7,mww,,20,2.485,0.75,us,us2000j0n0,2019-03-08T17:50:16.040Z,"272km ESE of Chichi-shima, Japan",earthquake,7.5,2.8,0.04,61,reviewed,us,us
2019-01-05T21:26:11.320Z,-25.3361,-179.4193,434.28,4.9,mb,,102,4.113,0.86,us,us2000j0mc,2019-03-08T17:50:16.040Z,"South of the Fiji Islands",earthquake,9.9,5.6,0.057,96,reviewed,us,us
2019-01-05T20:42:53.600Z,17.7838,122.9031,42.17,4.8,mb,,125,4.12,0.77,us,us2000j0m1,2019-03-08T17:50:16.040Z,"93km NNE of Dicabisagan, Philippines",earthquake,7.9,3.2,0.067,70,reviewed,us,us
2019-01-05T19:25:38.520Z,-8.144,-71.587,570.41,6.8,mww,,16,1.181,1.15,us,us2000j0ja,2019-03-08T17:50:16.040Z,"90km W of Tarauaca, Brazil",earthquake,7.1,2.7,0.049,40,reviewed,us,us
2019-01-05T18:55:06.890Z,-18.0407,-172.1656,10,5.1,mb,,64,2.36,0.82,us,us2000j0j1,2019-03-08T17:50:16.040Z,"203km ENE of Neiafu, Tonga",earthquake,10,1.8,0.089,41,reviewed,us,us
2019-01-05T18:52:57.150Z,14.4113,-93.1719,35,4.7,mwr,,82,1.006,0.85,us,us2000j0ix,2019-03-08T17:50:16.040Z,"87km WSW of Puerto Madero, Mexico",earthquake,3.6,1.9,0.089,12,reviewed,us,us
2019-01-05T18:47:11.740Z,51.3349,-178.1181,30,5.9,mww,,42,0.502,1.36,us,us2000j0iw,2019-03-08T17:50:16.040Z,"61km S of Tanaga Volcano, Alaska",earthquake,4.6,1.8,0.036,73,reviewed,us,us
2019-01-05T18:13:45.190Z,3.0909,31.4019,10,4.8,mb,,53,3.727,0.68,us,us2000j0ip,2019-03-08T17:50:16.040Z,"44km SSE of Yumbe, Uganda",earthquake,7.8,1.9,0.075,55,reviewed,us,us
2019-01-05T17:21:19.650Z,-5.0377,153.6352,38.8,4.6,mb,,99,1.69,1.27,us,us2000j7qx,2019-03-08T17:50:22.040Z,"91km SE of Taron, Papua New Guinea",earthquake,8.2,3.5,0.128,18,reviewed,us,us
2019-01-05T17:08:31.460Z,14.9017,-91.4809,148.06,4.5,mb,,83,0.414,0.73,us,us2000j0ig,2019-03-08T17:50:16.040Z,"0km NE of San Andres Xecul, Guatemala",earthquake,5.1,4.8,0.046,140,reviewed,us,us
2019-01-05T12:34:30.270Z,-56.3976,-27.6786,14.89,4.5,mb,,130,5.455,0.24,us,us2000j7qm,2019-03-08T17:50:22.040Z,"44km NW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,10.4,7.2,0.14,15,reviewed,us,us
2019-01-05T11:19:27.340Z,12.9217,-88.6519,75.48,4.6,mb,,138,1.578,0.55,us,us2000j0hj,2019-03-08T17:50:16.040Z,"41km SSW of Puerto El Triunfo, El Salvador",earthquake,7.9,8.7,0.044,156,reviewed,us,us
2019-01-05T10:54:57.590Z,-0.8253,127.6071,14.3,5.4,mww,,85,1.604,0.72,us,us2000j0hh,2019-03-08T17:50:16.040Z,"58km N of Laiwui, Indonesia",earthquake,6.9,4.3,0.063,24,reviewed,us,us
2019-01-05T09:36:58.640Z,26.1622,-110.6621,10,4.5,mb,,139,1.564,1.35,us,us2000j0h7,2019-03-08T17:50:16.040Z,"70km ENE of Loreto, Mexico",earthquake,4.7,1.7,0.052,109,reviewed,us,us
2019-01-05T08:34:23.690Z,-0.8425,127.6422,10,4.7,mb,,86,1.627,1,us,us2000j7qi,2019-03-08T17:50:22.040Z,"56km N of Laiwui, Indonesia",earthquake,6.2,1.8,0.087,40,reviewed,us,us
2019-01-05T06:32:18.170Z,31.2327,130.7241,115.3,4.6,mb,,83,1.891,0.59,us,us2000j0gb,2019-03-08T17:50:16.040Z,"7km E of Ibusuki, Japan",earthquake,6.5,6.8,0.055,100,reviewed,us,us
2019-01-05T05:02:23.450Z,-0.9067,127.4852,18.46,4.5,mb,,86,1.671,0.93,us,us2000j7q9,2019-03-08T17:50:22.040Z,"53km NNW of Laiwui, Indonesia",earthquake,7.7,1.5,0.121,20,reviewed,us,us
2019-01-05T03:11:53.030Z,-0.8189,127.5122,10,4.7,mb,,113,1.586,1.37,us,us2000j0ff,2019-03-08T17:50:15.040Z,"61km NNW of Laiwui, Indonesia",earthquake,6.6,1.8,0.106,27,reviewed,us,us
2019-01-05T03:03:37.390Z,-0.9009,127.6742,10,4.5,mb,,99,1.689,0.86,us,us2000j7q8,2019-03-08T17:50:22.040Z,"49km N of Laiwui, Indonesia",earthquake,7.4,1.9,0.18,9,reviewed,us,us
2019-01-05T02:37:36.800Z,-21.9006,169.0459,10,4.8,mb,,122,2.421,0.81,us,us2000j7q7,2019-03-08T17:50:22.040Z,"126km ESE of Tadine, New Caledonia",earthquake,14.5,1.9,0.144,15,reviewed,us,us
2019-01-05T02:22:37.400Z,23.8768,123.3178,21.01,4.5,mb,,109,0.651,0.84,us,us2000j7q6,2019-03-08T17:50:22.040Z,"72km SSE of Yonakuni, Japan",earthquake,7.1,4.8,0.118,21,reviewed,us,us
2019-01-05T02:00:21.810Z,-3.8485,-103.656,10,4.5,mb,,213,25.513,0.7,us,us2000j7q5,2019-03-08T17:50:22.040Z,"Central East Pacific Rise",earthquake,9.6,2,0.091,35,reviewed,us,us
2019-01-05T01:59:21.610Z,-1.0211,127.4736,10,5,mb,,115,1.784,0.5,us,us2000j7qg,2019-03-08T17:50:22.040Z,"42km NNW of Laiwui, Indonesia",earthquake,7.2,1.9,0.17,11,reviewed,us,us
2019-01-05T01:55:38.270Z,-0.84,127.6814,10,5.2,mww,,78,1.631,1.11,us,us2000j0f5,2019-03-08T17:50:15.040Z,"56km N of Laiwui, Indonesia",earthquake,6.8,1.8,0.065,23,reviewed,us,us
2019-01-05T01:04:18.750Z,4.4493,126.1068,106.98,5,mww,,50,2.655,0.97,us,us2000j0f3,2019-03-08T17:50:15.040Z,"127km SE of Sarangani, Philippines",earthquake,7.7,5.1,0.08,15,reviewed,us,us
2019-01-04T23:14:25.640Z,1.1169,127.3416,148.14,4.5,mb,,101,0.343,0.69,us,us2000j7bc,2019-03-08T17:50:21.040Z,"35km N of Ternate, Indonesia",earthquake,6.7,7.9,0.157,12,reviewed,us,us
2019-01-04T22:18:56.620Z,-21.0141,-69.136,139.95,4.7,mb,,94,0.329,1.41,us,us2000j0e3,2019-03-08T17:50:15.040Z,"136km SE of Iquique, Chile",earthquake,5.8,6.7,0.275,4,reviewed,us,us
2019-01-04T21:43:11.330Z,11.2897,-39.7617,10,4.9,mb,,68,17.434,0.75,us,us2000j0ds,2019-03-08T17:50:15.040Z,"North Atlantic Ocean",earthquake,6.8,1.8,0.099,32,reviewed,us,us
2019-01-04T19:45:03.470Z,-60.6901,-26.5353,10,4.7,mb,,164,14.442,1.03,us,us2000j7be,2019-03-08T17:50:21.040Z,"184km S of Bristol Island, South Sandwich Islands",earthquake,28.3,1.9,0.152,14,reviewed,us,us
2019-01-04T19:27:38.670Z,40.19,19.7274,12.61,4.8,mb,,34,0.479,1.23,us,us2000j0ch,2019-03-08T17:50:15.040Z,"9km N of Himare, Albania",earthquake,4,2.5,0.051,120,reviewed,us,us
2019-01-04T14:32:57.510Z,10.9342,-61.37,10,4.9,ml,,84,1.222,1.26,us,us2000j0qg,2019-03-08T17:50:17.040Z,"31km NE of Petit Valley, Trinidad and Tobago",earthquake,5.4,2,0.256,2,reviewed,us,us
2019-01-04T12:33:05.990Z,26.3588,-110.7377,10,4.9,mb,,136,1.649,0.98,us,us2000j09h,2019-03-08T17:50:15.040Z,"71km ENE of Loreto, Mexico",earthquake,5.5,1.9,0.043,169,reviewed,us,us
2019-01-04T10:11:20.360Z,36.0731,71.7714,113.4,4.5,mb,,68,1.456,0.98,us,us2000j092,2019-03-08T17:50:15.040Z,"25km N of Chitral, Pakistan",earthquake,5.8,7.4,0.121,20,reviewed,us,us
2019-01-04T09:31:46.990Z,2.7976,-31.1997,10,4.7,mb,,84,9.77,0.76,us,us2000j7b2,2019-03-08T17:50:21.040Z,"Central Mid-Atlantic Ridge",earthquake,10.2,1.9,0.104,28,reviewed,us,us
2019-01-04T08:49:53.430Z,-2.8457,-76.3184,128.26,4.6,mb,,71,2.96,0.93,us,us2000j07n,2019-03-08T17:50:15.040Z,"208km ESE of Macas, Ecuador",earthquake,4.9,7.2,0.061,81,reviewed,us,us
2019-01-04T06:22:45.630Z,-6.5176,130.4073,127.9,5.6,mww,,29,1.703,0.77,us,us2000j076,2019-03-08T17:50:15.040Z,"187km NNW of Saumlaki, Indonesia",earthquake,5.9,4.4,0.051,37,reviewed,us,us
2019-01-04T03:50:47.560Z,-28.979,-178.3698,203.38,4.9,mb,,75,0.468,0.77,us,us2000j06i,2019-03-08T17:50:15.040Z,"55km NW of Raoul Island, New Zealand",earthquake,14.7,5.4,0.106,30,reviewed,us,us
2019-01-03T23:15:45.770Z,-2.6007,140.5833,10,4.5,mb,,100,0.148,0.96,us,us2000j5vu,2019-03-08T17:50:21.040Z,"3km N of Abepura, Indonesia",earthquake,3.8,1.9,0.087,39,reviewed,us,us
2019-01-03T21:35:15.350Z,54.8864,164.6918,10,5.4,mb,,69,4.027,0.67,us,us2000j04m,2019-03-08T17:50:15.040Z,"89km WSW of Nikol'skoye, Russia",earthquake,7.7,1.8,0.024,582,reviewed,us,us
2019-01-03T21:11:51.720Z,-5.6193,-76.9012,43.68,4.9,mb,,139,3.915,0.59,us,us2000j04a,2019-03-08T17:50:15.040Z,"48km N of Moyobamba, Peru",earthquake,8.9,8.4,0.043,167,reviewed,us,us
2019-01-03T20:59:02.320Z,2.3908,127.3019,54.41,5,mww,,104,1.609,0.79,us,us2000j048,2019-03-08T17:50:15.040Z,"107km NW of Tobelo, Indonesia",earthquake,7.6,6.9,0.089,12,reviewed,us,us
2019-01-03T20:46:19.530Z,48.8819,153.7228,122.73,5.2,mb,,48,4.92,0.85,us,us2000j03t,2019-03-08T17:50:15.040Z,"264km SW of Severo-Kuril'sk, Russia",earthquake,10,5.6,0.031,338,reviewed,us,us
2019-01-03T18:24:36.670Z,-18.6185,-173.0884,10,4.8,mb,,106,3.028,0.62,us,us2000j5vg,2019-03-08T17:50:21.040Z,"94km E of Neiafu, Tonga",earthquake,7.4,2,0.185,12,reviewed,us,us
2019-01-03T18:16:12.160Z,1.7936,128.6351,35,4.5,mb,,114,1.624,0.77,us,us2000j5vh,2019-03-08T17:50:21.040Z,"69km E of Tobelo, Indonesia",earthquake,6,2,0.108,25,reviewed,us,us
2019-01-03T18:02:50.140Z,22.9278,121.0375,10,4.8,mb,,100,0.116,0.77,us,us2000j02k,2019-03-08T17:50:15.040Z,"21km NNW of Taitung City, Taiwan",earthquake,5.7,1.8,0.062,82,reviewed,us,us
2019-01-03T17:57:46.110Z,53.3335,159.7347,67.98,5,mb,,116,0.723,0.67,us,us2000j02g,2019-03-08T17:50:14.040Z,"79km ENE of Petropavlovsk-Kamchatskiy, Russia",earthquake,8.2,3.4,0.033,293,reviewed,us,us
2019-01-03T16:42:18.840Z,-10.5994,108.5031,6.77,4.6,mb,,83,2.806,1.01,us,us2000j024,2019-03-08T17:50:14.040Z,"South of Java, Indonesia",earthquake,6.4,4.7,0.099,34,reviewed,us,us
2019-01-03T15:34:35.920Z,25.3139,124.1513,128.63,4.7,mb,,68,1.335,0.9,us,us2000j01x,2019-03-08T17:50:14.040Z,"107km N of Ishigaki, Japan",earthquake,8.3,4.7,0.051,115,reviewed,us,us
2019-01-03T14:03:44.980Z,11.7558,93.3604,111.1,4.5,mb,,94,6.195,1.04,us,us2000j01m,2019-03-08T17:50:14.040Z,"67km E of Port Blair, India",earthquake,10.2,8.6,0.093,34,reviewed,us,us
2019-01-03T13:01:18.720Z,-22.4385,169.8222,10,4.6,mb,,165,3.12,1.11,us,us2000j5vb,2019-03-08T17:50:21.040Z,"223km ESE of Tadine, New Caledonia",earthquake,9.4,2,0.142,15,reviewed,us,us
2019-01-03T12:47:31.970Z,-59.7459,-26.201,42.43,5.4,mb,,29,7.836,0.87,us,us2000j01b,2019-03-08T17:50:14.040Z,"81km SSE of Bristol Island, South Sandwich Islands",earthquake,9.9,4.7,0.059,99,reviewed,us,us
2019-01-03T09:10:28.440Z,33.0514,130.4705,10,4.7,mb,,97,0.348,0.6,us,us2000j00n,2019-03-08T17:50:14.040Z,"2km NE of Omuta, Japan",earthquake,4.9,1.8,0.075,54,reviewed,us,us
2019-01-03T08:01:01.350Z,-12.8623,45.4104,10,4.5,mb,,80,5.928,0.98,us,us2000j5v2,2019-03-08T17:50:21.040Z,"15km ESE of Pamandzi, Mayotte",earthquake,10.3,1.9,0.18,9,reviewed,us,us
2019-01-03T07:42:27.690Z,-9.2993,109.585,10,4.5,mb,,83,1.661,1.1,us,us2000j00l,2019-03-08T17:50:14.040Z,"167km SSW of Bambanglipuro, Indonesia",earthquake,4.4,1.8,0.109,25,reviewed,us,us
2019-01-03T04:49:18.340Z,-11.4695,118.1823,32.59,4.6,mb,,43,4.886,0.89,us,us2000izzq,2019-03-08T17:50:14.040Z,"220km SSW of Kahale, Indonesia",earthquake,7.1,6.8,0.114,23,reviewed,us,us
2019-01-03T04:21:24.340Z,-3.8586,127.7562,53.37,4.7,mb,,51,4.58,0.85,us,us2000izzc,2019-03-08T17:50:14.040Z,"45km WSW of Amahusu, Indonesia",earthquake,7.7,8,0.081,46,reviewed,us,us
2019-01-03T03:25:49.780Z,-47.9533,165.5703,10,4.6,mb,,123,1.942,1.05,us,us2000izyx,2019-03-08T17:50:14.040Z,"257km SW of Bluff, New Zealand",earthquake,8.8,1.8,0.132,17,reviewed,us,us
2019-01-03T03:08:17.020Z,36.2364,70.3225,184.99,4.5,mb,,77,1.678,0.83,us,us2000izyw,2019-03-08T17:50:14.040Z,"46km WNW of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",earthquake,8.1,12.1,0.191,8,reviewed,us,us
2019-01-03T02:28:52.480Z,-29.5078,-177.9724,70.7,4.6,mb,,170,0.264,0.42,us,us2000j5uu,2019-03-08T17:50:21.040Z,"27km SSW of Raoul Island, New Zealand",earthquake,13.4,11.3,0.151,13,reviewed,us,us
2019-01-03T00:48:08.370Z,28.1902,104.9182,10,4.8,mww,,20,4.507,0.59,us,us2000izyd,2019-03-08T17:50:14.040Z,"33km WSW of Zhongcheng, China",earthquake,6.2,1.8,0.071,19,reviewed,us,us
2019-01-03T00:03:08.150Z,-55.7364,-26.9774,10,5.1,mb,,88,5.663,0.82,us,us2000izy7,2019-03-08T17:50:14.040Z,"108km N of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,11.7,1.7,0.091,39,reviewed,us,us
2019-01-02T23:01:41.160Z,54.5791,164.1577,10,4.5,mb,,105,3.618,0.43,us,us2000j5up,2019-03-08T17:50:21.040Z,"136km WSW of Nikol'skoye, Russia",earthquake,4.9,1.9,0.083,42,reviewed,us,us
